"region","kön","utbildningsnivå","bakgrundsvariabel","år","Andel förvärvsarbetande (ny definition från och med 2019)"
"Gävleborgs län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2018",54.6
"Gävleborgs län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2019",54.5
"Gävleborgs län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2020",54.5
"Gävleborgs län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2021",57.6
"Gävleborgs län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2010",65.9
"Gävleborgs län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2011",67.1
"Gävleborgs län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2012",67.7
"Gävleborgs län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2013",68.7
"Gävleborgs län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2014",69
"Gävleborgs län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2015",70.4
"Gävleborgs län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2016",71.4
"Gävleborgs län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2017",71.6
"Gävleborgs län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2018",72.2
"Gävleborgs län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2019",71.5
"Gävleborgs län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2020",71
"Gävleborgs län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2021",71.7
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2010",24.1
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2011",25.4
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2012",26.3
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2013",21.6
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2014",15.1
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2015",13.2
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2016",12.6
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2017",24.4
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2018",28.5
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2019",35.7
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2020",51.7
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2021",55.2
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2010",29.8
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2011",31.5
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2012",32.7
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2013",36.6
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2014",37.6
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2015",38.2
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2016",37
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2017",39.5
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2018",51.7
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2019",46.6
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2020",54.2
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2021",60.8
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2010",49.6
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2011",49.6
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2012",47.1
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2013",46.8
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2014",46.5
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2015",52.1
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2016",56.6
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2017",58
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2018",61.3
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2019",60.1
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2020",59.2
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2021",63.9
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2010",67.4
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2011",68.7
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2012",69.1
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2013",69.6
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2014",69.3
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2015",70.2
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2016",71.2
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2017",71.2
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2018",72.7
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2019",70.9
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2020",70.2
"Gävleborgs län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2021",70.7
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2010",8.5
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2011",10.5
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2012",9.4
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2013",8.5
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2014",6.9
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2015",6.7
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2016",7.2
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2017",9.7
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2018",12.5
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2019",18.2
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2020",23.3
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2021",23
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2010",18.9
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2011",18.4
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2012",18.7
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2013",21.1
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2014",19.6
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2015",20.3
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2016",21.3
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2017",27
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2018",29.4
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2019",27
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2020",37.2
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2021",33.7
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2010",41.5
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2011",41
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2012",38.6
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2013",37.7
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2014",37.9
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2015",41.8
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2016",46
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2017",44.7
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2018",47.6
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2019",48.2
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2020",48.9
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2021",50.4
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2010",64.6
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2011",65.5
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2012",66.5
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2013",67.9
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2014",68.7
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2015",70.5
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2016",71.5
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2017",71.9
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2018",71.7
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2019",72
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2020",71.8
"Gävleborgs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2021",72.6
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2010",15.3
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2011",14.4
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2012",18.3
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2013",15.9
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2014",15.2
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2015",14.5
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2016",13.9
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2017",18.5
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2018",22.6
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2019",28.4
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2020",36.7
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2021",37.4
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2010",33.2
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2011",30.2
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2012",29
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2013",32.3
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2014",33.7
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2015",36.5
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2016",39
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2017",37.8
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2018",42.2
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2019",42.5
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2020",46.8
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2021",52.6
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2010",46
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2011",47.8
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2012",47.3
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2013",47.2
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2014",48.5
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2015",53.1
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2016",57.4
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2017",58
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2018",57.9
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2019",58.7
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2020",57.9
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2021",61.8
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2010",67.1
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2011",67.8
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2012",68.4
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2013",70
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2014",71
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2015",71.9
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2016",72.3
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2017",73.1
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2018",73.4
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2019",73.2
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2020",72.3
"Västernorrlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2021",72.7
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2010",19.5
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2011",17.8
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2012",25.8
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2013",21.4
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2014",18.1
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2015",17.6
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2016",17.4
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2017",24.7
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2018",31.1
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2019",35
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2020",46.9
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2021",49.9
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2010",38.5
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2011",36.6
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2012",34.3
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2013",37.6
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2014",42
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2015",44.4
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2016",46.9
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2017",45.5
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2018",50.9
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2019",52.3
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2020",55.4
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2021",64
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2010",47.1
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2011",50.3
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2012",50.1
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2013",50.5
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2014",51.5
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2015",57.9
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2016",63.2
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2017",64.8
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2018",64
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2019",64.3
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2020",63.2
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2021",68.2
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2010",66.2
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2011",67.1
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2012",67.5
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2013",69.1
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2014",70.4
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2015",71.3
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2016",71.3
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2017",72.4
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2018",72.6
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2019",72.5
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2020",71.2
"Västernorrlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2021",72
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2010",10.6
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2011",10.9
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2012",11.5
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2013",10.1
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2014",11.7
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2015",10.2
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2016",8.8
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2017",11.1
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2018",14.6
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2019",21.4
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2020",26.3
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2021",27.1
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2010",27.9
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2011",24.3
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2012",23.4
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2013",26.6
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2014",26.1
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2015",28.5
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2016",29.3
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2017",27.7
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2018",30.2
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2019",30.5
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2020",37.3
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2021",39.9
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2010",45.2
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2011",45.7
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2012",44.9
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2013",44.3
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2014",45.5
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2015",48.4
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2016",51.9
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2017",51.5
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2018",51.6
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2019",52.5
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2020",51.6
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2021",53.9
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2010",67.8
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2011",68.4
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2012",69.2
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2013",70.7
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2014",71.5
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2015",72.4
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2016",73.1
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2017",73.8
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2018",74.2
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2019",73.8
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2020",73.4
"Västernorrlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2021",73.4
"Jämtlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2010",20.4
"Jämtlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2011",24
"Jämtlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2012",22.6
"Jämtlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2013",16.7
"Jämtlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2014",18.3
"Jämtlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2015",17.2
"Jämtlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2016",19.1
"Jämtlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2017",21.8
"Jämtlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2018",27.8
"Jämtlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2019",33.9
"Jämtlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2020",36.2
"Jämtlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2021",40.1
"Jämtlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2010",38.9
"Jämtlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2011",37.7
"Jämtlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2012",39.8
"Jämtlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2013",44.7
"Jämtlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2014",42.3
"Jämtlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2015",43.6
"Jämtlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2016",50.4
"Jämtlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2017",52
"Jämtlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2018",58.5
"Jämtlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2019",51.8
"Jämtlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2020",48.9
"Jämtlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2021",56.4
"Jämtlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2010",53.8
"Jämtlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2011",53.5
"Jämtlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2012",52.8
"Jämtlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2013",55.4
"Jämtlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2014",55.6
"Jämtlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2015",61.4
"Jämtlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2016",65.1
