"region","trångboddhet","födelseregion","ålder","kön","år","Samtliga i populationen"
"Dalarnas län","trångbodda enligt norm 2","Sverige","80-84 år","män","2020",13
"Dalarnas län","trångbodda enligt norm 2","Sverige","80-84 år","män","2021",13
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-89 år","totalt","2012",37
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-89 år","totalt","2013",49
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-89 år","totalt","2014",36
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-89 år","totalt","2015",29
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-89 år","totalt","2016",34
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-89 år","totalt","2017",31
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-89 år","totalt","2018",25
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-89 år","totalt","2019",26
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-89 år","totalt","2020",19
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-89 år","totalt","2021",21
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-89 år","kvinnor","2012",21
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-89 år","kvinnor","2013",26
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-89 år","kvinnor","2014",21
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-89 år","kvinnor","2015",15
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-89 år","kvinnor","2016",23
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-89 år","kvinnor","2017",21
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-89 år","kvinnor","2018",14
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-89 år","kvinnor","2019",17
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-89 år","kvinnor","2020",8
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-89 år","kvinnor","2021",10
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-89 år","män","2012",16
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-89 år","män","2013",23
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-89 år","män","2014",15
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-89 år","män","2015",14
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-89 år","män","2016",11
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-89 år","män","2017",10
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-89 år","män","2018",11
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-89 år","män","2019",9
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-89 år","män","2020",11
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-89 år","män","2021",11
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-94 år","totalt","2012",56
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-94 år","totalt","2013",71
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-94 år","totalt","2014",56
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-94 år","totalt","2015",45
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-94 år","totalt","2016",43
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-94 år","totalt","2017",39
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-94 år","totalt","2018",38
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-94 år","totalt","2019",40
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-94 år","totalt","2020",31
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-94 år","totalt","2021",30
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-94 år","kvinnor","2012",32
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-94 år","kvinnor","2013",39
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-94 år","kvinnor","2014",31
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-94 år","kvinnor","2015",23
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-94 år","kvinnor","2016",27
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-94 år","kvinnor","2017",24
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-94 år","kvinnor","2018",20
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-94 år","kvinnor","2019",23
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-94 år","kvinnor","2020",14
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-94 år","kvinnor","2021",16
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-94 år","män","2012",24
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-94 år","män","2013",32
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-94 år","män","2014",25
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-94 år","män","2015",22
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-94 år","män","2016",16
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-94 år","män","2017",15
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-94 år","män","2018",18
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-94 år","män","2019",17
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-94 år","män","2020",17
"Dalarnas län","trångbodda enligt norm 2","Sverige","85-94 år","män","2021",14
"Dalarnas län","trångbodda enligt norm 2","Sverige","90-94 år","totalt","2012",19
"Dalarnas län","trångbodda enligt norm 2","Sverige","90-94 år","totalt","2013",22
"Dalarnas län","trångbodda enligt norm 2","Sverige","90-94 år","totalt","2014",20
"Dalarnas län","trångbodda enligt norm 2","Sverige","90-94 år","totalt","2015",16
"Dalarnas län","trångbodda enligt norm 2","Sverige","90-94 år","totalt","2016",9
"Dalarnas län","trångbodda enligt norm 2","Sverige","90-94 år","totalt","2017",8
"Dalarnas län","trångbodda enligt norm 2","Sverige","90-94 år","totalt","2018",13
"Dalarnas län","trångbodda enligt norm 2","Sverige","90-94 år","totalt","2019",14
"Dalarnas län","trångbodda enligt norm 2","Sverige","90-94 år","totalt","2020",12
"Dalarnas län","trångbodda enligt norm 2","Sverige","90-94 år","totalt","2021",9
"Dalarnas län","trångbodda enligt norm 2","Sverige","90-94 år","kvinnor","2012",11
"Dalarnas län","trångbodda enligt norm 2","Sverige","90-94 år","kvinnor","2013",13
"Dalarnas län","trångbodda enligt norm 2","Sverige","90-94 år","kvinnor","2014",10
"Dalarnas län","trångbodda enligt norm 2","Sverige","90-94 år","kvinnor","2015",8
"Dalarnas län","trångbodda enligt norm 2","Sverige","90-94 år","kvinnor","2016",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","90-94 år","kvinnor","2017",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","90-94 år","kvinnor","2018",6
"Dalarnas län","trångbodda enligt norm 2","Sverige","90-94 år","kvinnor","2019",6
"Dalarnas län","trångbodda enligt norm 2","Sverige","90-94 år","kvinnor","2020",6
"Dalarnas län","trångbodda enligt norm 2","Sverige","90-94 år","kvinnor","2021",6
"Dalarnas län","trångbodda enligt norm 2","Sverige","90-94 år","män","2012",8
"Dalarnas län","trångbodda enligt norm 2","Sverige","90-94 år","män","2013",9
"Dalarnas län","trångbodda enligt norm 2","Sverige","90-94 år","män","2014",10
"Dalarnas län","trångbodda enligt norm 2","Sverige","90-94 år","män","2015",8
"Dalarnas län","trångbodda enligt norm 2","Sverige","90-94 år","män","2016",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","90-94 år","män","2017",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","90-94 år","män","2018",7
"Dalarnas län","trångbodda enligt norm 2","Sverige","90-94 år","män","2019",8
"Dalarnas län","trångbodda enligt norm 2","Sverige","90-94 år","män","2020",6
"Dalarnas län","trångbodda enligt norm 2","Sverige","90-94 år","män","2021",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95-99 år","totalt","2012",7
"Dalarnas län","trångbodda enligt norm 2","Sverige","95-99 år","totalt","2013",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95-99 år","totalt","2014",6
"Dalarnas län","trångbodda enligt norm 2","Sverige","95-99 år","totalt","2015",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95-99 år","totalt","2016",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95-99 år","totalt","2017",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95-99 år","totalt","2018",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95-99 år","totalt","2019",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95-99 år","totalt","2020",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95-99 år","totalt","2021",6
"Dalarnas län","trångbodda enligt norm 2","Sverige","95-99 år","kvinnor","2012",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95-99 år","kvinnor","2013",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95-99 år","kvinnor","2014",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95-99 år","kvinnor","2015",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95-99 år","kvinnor","2016",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95-99 år","kvinnor","2017",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95-99 år","kvinnor","2018",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95-99 år","kvinnor","2019",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95-99 år","kvinnor","2020",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95-99 år","kvinnor","2021",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95-99 år","män","2012",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95-99 år","män","2013",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95-99 år","män","2014",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95-99 år","män","2015",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95-99 år","män","2016",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95-99 år","män","2017",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95-99 år","män","2018",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95-99 år","män","2019",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95-99 år","män","2020",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95-99 år","män","2021",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95+ år","totalt","2012",7
"Dalarnas län","trångbodda enligt norm 2","Sverige","95+ år","totalt","2013",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95+ år","totalt","2014",6
"Dalarnas län","trångbodda enligt norm 2","Sverige","95+ år","totalt","2015",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95+ år","totalt","2016",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95+ år","totalt","2017",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95+ år","totalt","2018",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95+ år","totalt","2019",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95+ år","totalt","2020",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95+ år","totalt","2021",6
"Dalarnas län","trångbodda enligt norm 2","Sverige","95+ år","kvinnor","2012",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95+ år","kvinnor","2013",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95+ år","kvinnor","2014",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95+ år","kvinnor","2015",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95+ år","kvinnor","2016",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95+ år","kvinnor","2017",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95+ år","kvinnor","2018",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95+ år","kvinnor","2019",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95+ år","kvinnor","2020",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95+ år","kvinnor","2021",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95+ år","män","2012",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95+ år","män","2013",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95+ år","män","2014",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95+ år","män","2015",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95+ år","män","2016",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95+ år","män","2017",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95+ år","män","2018",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95+ år","män","2019",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95+ år","män","2020",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","95+ år","män","2021",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","100+ år","totalt","2012",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","100+ år","totalt","2013",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","100+ år","totalt","2014",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","100+ år","totalt","2015",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","100+ år","totalt","2016",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","100+ år","totalt","2017",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","100+ år","totalt","2018",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","100+ år","totalt","2019",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","100+ år","totalt","2020",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","100+ år","totalt","2021",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","100+ år","kvinnor","2012",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","100+ år","kvinnor","2013",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","100+ år","kvinnor","2014",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","100+ år","kvinnor","2015",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","100+ år","kvinnor","2016",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","100+ år","kvinnor","2017",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","100+ år","kvinnor","2018",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","100+ år","kvinnor","2019",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","100+ år","kvinnor","2020",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","100+ år","kvinnor","2021",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","100+ år","män","2012",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","100+ år","män","2013",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","100+ år","män","2014",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","100+ år","män","2015",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","100+ år","män","2016",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","100+ år","män","2017",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","100+ år","män","2018",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","100+ år","män","2019",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","100+ år","män","2020",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","100+ år","män","2021",NA
"Dalarnas län","trångbodda enligt norm 2","Sverige","totalt","totalt","2012",5378
"Dalarnas län","trångbodda enligt norm 2","Sverige","totalt","totalt","2013",5492
"Dalarnas län","trångbodda enligt norm 2","Sverige","totalt","totalt","2014",5680
"Dalarnas län","trångbodda enligt norm 2","Sverige","totalt","totalt","2015",5720
"Dalarnas län","trångbodda enligt norm 2","Sverige","totalt","totalt","2016",6103
"Dalarnas län","trångbodda enligt norm 2","Sverige","totalt","totalt","2017",6436
"Dalarnas län","trångbodda enligt norm 2","Sverige","totalt","totalt","2018",6512
"Dalarnas län","trångbodda enligt norm 2","Sverige","totalt","totalt","2019",6433
"Dalarnas län","trångbodda enligt norm 2","Sverige","totalt","totalt","2020",6131
"Dalarnas län","trångbodda enligt norm 2","Sverige","totalt","totalt","2021",6453
"Dalarnas län","trångbodda enligt norm 2","Sverige","totalt","kvinnor","2012",2668
"Dalarnas län","trångbodda enligt norm 2","Sverige","totalt","kvinnor","2013",2708
"Dalarnas län","trångbodda enligt norm 2","Sverige","totalt","kvinnor","2014",2775
"Dalarnas län","trångbodda enligt norm 2","Sverige","totalt","kvinnor","2015",2815
"Dalarnas län","trångbodda enligt norm 2","Sverige","totalt","kvinnor","2016",2990
"Dalarnas län","trångbodda enligt norm 2","Sverige","totalt","kvinnor","2017",3188
"Dalarnas län","trångbodda enligt norm 2","Sverige","totalt","kvinnor","2018",3262
"Dalarnas län","trångbodda enligt norm 2","Sverige","totalt","kvinnor","2019",3241
"Dalarnas län","trångbodda enligt norm 2","Sverige","totalt","kvinnor","2020",3091
"Dalarnas län","trångbodda enligt norm 2","Sverige","totalt","kvinnor","2021",3226
"Dalarnas län","trångbodda enligt norm 2","Sverige","totalt","män","2012",2710
"Dalarnas län","trångbodda enligt norm 2","Sverige","totalt","män","2013",2784
"Dalarnas län","trångbodda enligt norm 2","Sverige","totalt","män","2014",2905
"Dalarnas län","trångbodda enligt norm 2","Sverige","totalt","män","2015",2905
"Dalarnas län","trångbodda enligt norm 2","Sverige","totalt","män","2016",3113
"Dalarnas län","trångbodda enligt norm 2","Sverige","totalt","män","2017",3248
"Dalarnas län","trångbodda enligt norm 2","Sverige","totalt","män","2018",3250
"Dalarnas län","trångbodda enligt norm 2","Sverige","totalt","män","2019",3192
"Dalarnas län","trångbodda enligt norm 2","Sverige","totalt","män","2020",3040
"Dalarnas län","trångbodda enligt norm 2","Sverige","totalt","män","2021",3227
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","totalt","2012",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","totalt","2013",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","totalt","2014",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","totalt","2015",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","totalt","2016",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","totalt","2017",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","totalt","2018",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","totalt","2019",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","totalt","2020",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","totalt","2021",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","kvinnor","2012",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","kvinnor","2013",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","kvinnor","2014",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","kvinnor","2015",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","kvinnor","2016",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","kvinnor","2017",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","kvinnor","2018",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","kvinnor","2019",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","kvinnor","2020",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","kvinnor","2021",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","män","2012",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","män","2013",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","män","2014",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","män","2015",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","män","2016",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","män","2017",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","män","2018",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","män","2019",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","män","2020",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","män","2021",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","totalt","2012",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","totalt","2013",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","totalt","2014",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","totalt","2015",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","totalt","2016",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","totalt","2017",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","totalt","2018",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","totalt","2019",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","totalt","2020",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","totalt","2021",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","kvinnor","2012",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","kvinnor","2013",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","kvinnor","2014",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","kvinnor","2015",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","kvinnor","2016",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","kvinnor","2017",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","kvinnor","2018",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","kvinnor","2019",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","kvinnor","2020",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","kvinnor","2021",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","män","2012",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","män","2013",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","män","2014",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","män","2015",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","män","2016",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","män","2017",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","män","2018",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","män","2019",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","män","2020",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","0-4 år","män","2021",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-9 år","totalt","2012",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-9 år","totalt","2013",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-9 år","totalt","2014",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-9 år","totalt","2015",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-9 år","totalt","2016",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-9 år","totalt","2017",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-9 år","totalt","2018",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-9 år","totalt","2019",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-9 år","totalt","2020",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-9 år","totalt","2021",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-9 år","kvinnor","2012",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-9 år","kvinnor","2013",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-9 år","kvinnor","2014",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-9 år","kvinnor","2015",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-9 år","kvinnor","2016",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-9 år","kvinnor","2017",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-9 år","kvinnor","2018",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-9 år","kvinnor","2019",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-9 år","kvinnor","2020",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-9 år","kvinnor","2021",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-9 år","män","2012",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-9 år","män","2013",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-9 år","män","2014",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-9 år","män","2015",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-9 år","män","2016",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-9 år","män","2017",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-9 år","män","2018",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-9 år","män","2019",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-9 år","män","2020",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-9 år","män","2021",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-14 år","totalt","2012",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-14 år","totalt","2013",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-14 år","totalt","2014",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-14 år","totalt","2015",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-14 år","totalt","2016",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-14 år","totalt","2017",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-14 år","totalt","2018",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-14 år","totalt","2019",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-14 år","totalt","2020",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-14 år","totalt","2021",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-14 år","kvinnor","2012",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-14 år","kvinnor","2013",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-14 år","kvinnor","2014",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-14 år","kvinnor","2015",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-14 år","kvinnor","2016",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-14 år","kvinnor","2017",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-14 år","kvinnor","2018",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-14 år","kvinnor","2019",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-14 år","kvinnor","2020",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-14 år","kvinnor","2021",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-14 år","män","2012",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-14 år","män","2013",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-14 år","män","2014",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-14 år","män","2015",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-14 år","män","2016",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-14 år","män","2017",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-14 år","män","2018",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-14 år","män","2019",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-14 år","män","2020",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","5-14 år","män","2021",NA
